Departamento;Nome da Unidade (a);Endereço;CEP;Características do Imóvel;Telefone;Fax;Horário de Atendimento;Email
PROMOTORIAS DE JUSTIÇA CRIMINAIS;Copas;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2546 (91) 3198-2603 (91) 3198-2623 (91) 3198-2765 (91) 3198-2764;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA CRIMINAIS;Plantão;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 98871-2099;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA CRIMINAIS;Recepção;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2547 (91) 3198-2497;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA CRIMINAIS;Sala dos Oficiais;Anexo II. Av.16 de novembro, 50;66.023-220;PRÓPRIO;(91) 3198-2544;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;1º PJ;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2737;-;8:00 as 14:00;mauricio@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;2º PJ;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2717;-;8:00 as 14:00;mlobato@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;3º PJ;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2736;-;8:00 as 14:00;josejr@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;4º PJ;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2703;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;5º PJ;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2745;-;8:00 as 14:00;rosilene@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;6º PJ;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2753;-;8:00 as 14:00;viviane@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;7º PJ;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2712;-;8:00 as 14:00;leane@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;8º PJ;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2710;-;8:00 as 14:00;nataniel@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;9º PJ;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2734;-;8:00 as 14:00;menezes@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;10º PJ;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2708;-;8:00 as 14:00;monica@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;Analista;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2702;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;Analista;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2705;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;Analista;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2709;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;Analista;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2726;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;Analista;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2731;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;Analista;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2733;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;Analista;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2744;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;Analista;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2752;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;Analista;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2754;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;Analista;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2756;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;Apoio;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2700 (91) 3198-2758 (91) 3198-2762 (91)3198-2761;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;Assistente Social;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2728 (91) 3198-2713;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;Chefia de Apoio;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2748;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;Pedagogos;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2740;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;Protocolo / Xerox;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2760;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;Psicólogos;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2719 (91) 3198-2741;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;Recepção;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2729;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;Sala de Reunião;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2730;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DA INFÂNCIA E JUVENTUDE;Sala dos Oficiais;Rua Ângelo Custódio, 85;66.023-390;PRÓPRIO;(91) 3198-2724;-;8:00 as 14:00;-
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Acará;"Rua Deodoro da Fonseca, 1930-Bairro: Centro(Fórum); SEDE/PJ - Av. Fernando Guilhon, S/Nº";68.690-300;FÓRUM;(91) 3732-1626 (91) 3732-1148;-;8:00 as 14:00;mpacara@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Afuá;Praça Albertina Braná, s/Nº -Bairro: Centro.;68.890-300;PRÓPRIO;(96) 3689-1332;-;8:00 as 14:00;mpafua@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Almeirim;Rodovia Almeirim Panaicá, 666-Bairro: Centro.;68.230-300;PRÓPRIO;(93) 3737-1228;-;8:00 as 14:00;mpalmeirim@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Anajás;Av. Barão do Rio Branco, 19-Bairro: Centro.;68.810-300;FÓRUM;(91) 3605-1134;-;8:00 as 14:00;mpanajas@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Anapu;Sudoeste I Rua Goiás S/Nº Bairro: São Luiz, (FÓRUM).;68.365-300;FÓRUM;(91) 3694-1253;-;8:00 as 14:00;mpanapu@mppa.mr.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Augusto Corrêa;Av. Magalhães Barata, s/Nº-Bairro: Santa Cruz (Fórum).;68.610-300;FÓRUM;(91) 3482-1269;-;8:00 as 14:00;mpaugustocorrea@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Aurora do Pará;Rodovia Bernardo Sayão, 557-Bairro: Centro(Fórum).;68.658-300;FÓRUM;(91) 3802-1304;-;8:00 as 14:00;mpauroradopara@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Bagre;Av. Presidente Vargas, 93-Bairro: Centro(Casa do Termo judiciário).;68.475-300;FÓRUM;(91) 3606-1423;-;8:00 as 14:00;mpbagre@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Baião;Rua Getúlio Vargas, 139-Bairro: Centro;68.465-300;FÓRUM;(91) 3795-1175;-;8:00 as 14:00;mpbaiao@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Bonito;Av. Charles Assad, s/Nº-Bairro: Centro (Fórum).;68.645-300;FÓRUM;(91) 3803-1166;-;8:00 as 14:00;mpbonito@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Brasil Novo;Rua do comércio, 1136-Bairro: Centro.;68.148-300;FÓRUM;(93) 3514-1102;-;8:00 as 14:00;mpbrasilnovo@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Breu Branco;Av. Belém, S/Nº - Bairro: Centro;68.800-300;FÓRUM;(94) 3786-1318;-;8:00 as 14:00;mpbreubranco@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Bujaru;Av. Beira Mar, 269 - Bairro: Centro.;68.670-300;FÓRUM;(91) 3746-1243;-;8:00 as 14:00;mpbujaru@mppa.mp.Br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Cachoeira do Arari;Praça Matriz, s/Nº - Bairro: Centro(Fórum).;68.840-300;FÓRUM;(91) 3758-1120;-;8:00 as 14:00;mpcachoeiradoariri@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Canaã dos Carajás;"Rua João de Souza Ribeiro, lote 8 quadra 47; Bairro: Centro.";68.537-970;ALUGADO;(94) 3358-1393;-;8:00 as 14:00;mpcanaadoscarajas@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Capitão Poço;Av. 29 de Dezembro, 1746-Bairro: Centro(Fórum).;68.650-300;PRÓPRIO;(91) 3468-1356;-;8:00 as 14:00;mpcapitaopoco@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Chaves;Av. Independência, 7-Bairro: Centro.;68.880-970;FÓRUM;(96) 3697-1320;-;8:00 as 14:00;mpchaves@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Colares;Rua Dr. Justo Chermont, 155-Bairro: Centro.;68.785-300;FÓRUM;(91) 3461-7180;-;8:00 as 14:00;mpcolares@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Concórdia do Pará;Av. Castelo Branco, 74-Bairro: Centro.;68.685-300;FÓRUM;(91) 3728-1436;-;8:00 as 14:00;mpconcordiadopara@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Curionópolis;Rua Jambo, s/Nº - Bairro: Centro(Ed. Fórum).;68.523-300;FÓRUM;(94) 3348-1416;-;8:00 as 14:00;josielgomes@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Curralinho;Av. Floriano Peixoto, Quadra L, Lote1, 54 (Fórum)-Bairro: Centro.;68.815-300;FÓRUM;(91) 3633-1502;-;8:00 as 14:00;mpcurralinho@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Dom Eliseu;Rua Jequiá, 312-Bairro:Esplanada.;68.633-300;PRÓPRIO;(94) 3335-1166;-;8:00 as 14:00;mpdomeliseu@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Faro;Rua Dr. Dionísio Bentes, S/Nº - Bairro: Centro.;68.280-300;PRÓPRIO;(93) 3557-1119;-;8:00 as 14:00;mpfaro@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Garrafão do Norte;Travessa Luiz Miranda, S/Nº -Bairro: Centro.;68.665-300;REGULARIZANDO;(91) 3434-4189;-;8:00 as 14:00;mpgarrafaodonorte@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Goianésia do Pará;Rua Nova Olinda, S/Nº-Bairro: Centro.;68300000;FÓRUM;(94) 3779-1148;-;8:00 as 14:00;mpgoianesiadopara@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Gurupá;Av. São Benedito, 240-Bairro: Centro.;68.300-300;FÓRUM;(91) 3692-1515;-;8:00 as 14:00;mpgurupa@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Inhangapi;Rua Ernani Lameira, 42-Bairro: Centro.;68.770-300;FÓRUM;(91) 3809-1237;-;8:00 as 14:00;mpinhangapi@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Ipixuna do Pará;Trav. Padre José de Anchieta, S/Nº - Bairro: Centro. (FÓRUM);66.637-300;FÓRUM;(91) 3811-2629;-;8:00 as 14:00;mpipixunadopara@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Irituia;Rua Siqueira Campos, 28- Bairro: Centro.;68.180-360;FÓRUM;(91) 3443-1225;-;8:00 as 14:00;mpirituia@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Itupiranga;Rua São Salvador, S/Nº - Bairro: Centro.;68.580-300;REGULARIZANDO;(94) 3333-1274;-;8:00 as 14:00;"mpitupiranga@mppa.mp.br
arlindo5@mppa.mp.br"
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Jacareacanga;Av. Nova Avenida, S/Nº - Bairro: Bela Vista.;68.195-300;PRÓPRIO;(93) 3542-1311;-;8:00 as 14:00;mpjacareacanga@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Jacundá;Av. JK, 72 (Fórum)-Bairro: Centro.;68.590-300;PRÓPRIO;(94) 3345-1109 (94) 3345-1046;-;8:00 as 14:00;mpjacunda@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Juruti;Travessa Boa Ventura Bentes, S/Nº -Bairro: Bom Pastro.;68.170-300;FÓRUM;(93) 3536-1797;-;8:00 as 14:00;mpjuruti@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Limoeiro do Ajuru;Rua Conceição, 231-Bairro: Centro.;68.415-300;FÓRUM;(91) 3636-1100;-;8:00 as 14:00;mplimoeirodoajuru@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Magalhães Barata;Rua Fortunato Silva, S/Nº -Bairro: Centro.;68.110-300;FÓRUM;(91) 3812-3143;-;8:00 as 14:00;mpmagalhesbarata@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Medicilândia;Rua 12 de Maio, 1041-Bairro: Centro.;68.145-300;FÓRUM;(93) 3531-1199;-;8:00 as 14:00;mpmedicilandia@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Melgaço;Avenida 12 de outubro, 336-Bairro: Centro.;68.490-300;FÓRUM;(91) 3637-1174;-;8:00 as 14:00;mpmelgaco@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Mocajuba;Trav. 7 de setembro, S/Nº-Bairro: Centro.;68.420-300;FÓRUM;(91) 3796-1188;-;8:00 as 14:00;mpmocajuba@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Nova Timboteua;Av. Barão do Rio Branco, 283- Bairro: Centro.;68.730-300;FÓRUM;(91) 3469-1142;-;8:00 as 14:00;mpnovatimboteua@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Novo Progresso;Rua do Cachimbo, 381-Bairro: Jardim Planalto.;68.193-300;FÓRUM;(93) 3528-0710;-;8:00 as 14:00;mpnovoprogresso@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Novo Repartimento;Av. Cupuaçu, S/Nº-Bairro: Morumbi.;68.473-300;FÓRUM;(94) 3785-3599;-;8:00 as 14:00;mpnovorepartimento@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Oeiras do Pará;Travessa Veiga Cabral, 540-Bairro: Centro.;68.470-300;FÓRUM;(91) 3661-1508;-;8:00 as 14:00;mpoeirasdopara@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Ourém;Av. Ângelo Movette, 155 - Bairro: Centro.;68.640-300;FÓRUM;(91) 3467-1220;-;8:00 as 14:00;mpourem@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Ourilândia do Norte;Rua 10, Quadra 22 S/Nº- Setor 2-Bairro: Bela Vista.;68.390-300;PRÓPRIO;(94) 3434-1178;-;8:00 as 14:00;mpourilandiadonorte@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Pacajá;Rua Inês Soares, S/Nº- Bairro: Centro.;68.485-300;FÓRUM;(91) 3798-1280;-;8:00 as 14:00;mppacaja@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Peixe-Boi;Av. João Gomes Pedrosa, nº 775-Bairro: Centro.;68.734-300;FÓRUM;(91) 3821-1293;-;8:00 as 14:00;mppeixeboi@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Portel;Av. Augusto Montenegro, nº 510-Bairro: Mangueirão.;68.480-300;PRÓPRIO;(91) 3784-1297;-;8:00 as 14:00;mpportel@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Porto de Moz;Rua 19 de Novembro, nº 1646 -Bairro:Centro.;68.330-300;FÓRUM;(93) 3793-1818;-;8:00 as 14:00;mpportodemoz@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Prainha;Rua Barão do Rio Branco. S/Nº-Bairro: Centro.;68.130-300;FÓRUM;(93) 3534-1134;-;8:00 as 14:00;mpprainha@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Primavera;"Av. General Moura Carvalho, S/Nº-Bairro:Centro; Cep:68.707-300";68.707-300;FÓRUM;(91) 3481-1255;-;8:00 as 14:00;mpprimavera@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Rurópolis;Rua José Rodrigues da Costa, 557 -Bairro: Centro.;68.165-300;FÓRUM;(93) 3543-1100;-;8:00 as 14:00;mpruropolis@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Salvaterra;Av. Victor Engelhard, 1123-Bairro: Centro.;68.860-300;FÓRUM;(91) 3765-1159;-;8:00 as 14:00;mpsalvaterra@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Santa Bárbara do Pará (PJ de Benevides cumulando o cargo de PJ de Santa Bárbara;Rua João Fanjas, S/Nº-Bairro: Centro.;68.795-300;FÓRUM;(91) 3724-4876;-;8:00 as 14:00;mpsantabarbara@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Santa Cruz do Arari;Rua Benjamin Genoso, 200. Bairro: Centro.;68.000-300;FÓRUM;(91) 3658-2196;-;8:00 as 14:00;mpsantacruzdoarari@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Santa Luzia do Pará;Travessa Bruno Alves, S/Nº -Bairro: Centro.;68.644-30;FÓRUM;(91) 3445-1313;-;8:00 as 14:00;mpsantaluziadopara@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Santa Maria do Pará;Av. Bernardo Sayão, S/Nº-Bairro: Centro.;68.738-300;FÓRUM;(91) 3442-1176;-;8:00 as 14:00;mpsantamariadopara@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Santana do Araguaia;Praça dos 3 poderes, Av. Gilberto Carvelle (Ed. Fórum). Bairro: Centro.;68.560-300;FÓRUM;(94) 3431-1498;-;8:00 as 14:00;mpsantanadoaraguaia@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Santarém Novo;Av. Francisco Martins Oliveira, S/Nº -Bairro: Centro.;68.720-300;FÓRUM;(91) 3484-1209;-;8:00 as 14:00;mpsantaremnovo@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Santo Antônio do Tauá;Av. Senador Antônio Lemos, S/Nº -Bairro: Centro. (OBS: Endereço provisório -> Rua Sebastião Dantas, 490, Centro, CEP: 66760-300);68.786-300;FÓRUM;(91) 3775-1245;-;8:00 as 14:00;mpsantoantoniodotaua@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;São Caetano de Odivelas;Av. São benedito, S/Nº- Bairro: Centro.;68.775-300;FÓRUM;(91) 3767-1139;-;8:00 as 14:00;mpsaocaetanodeodivelas@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;São Domingos do Araguaia;Av. Jarbas Passarinho, 241, Bairro: Centro.;68.520-300;FÓRUM;(94) 3332-1206;-;8:00 as 14:00;mpsaodomingosdoaraguaia@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;São Domingos do Capim;Av. Magalhães Barata, nº5 - Centro;68.635-300;PRÓPRIO;(91) 3483-1459;-;8:00 as 14:00;"mpsaodomingosdecapim@mppa.mp.br
 renatav@mppa.mp.br"
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;São Félix do Xingu;Trav. Estevão Tavares da Silveira, 86-Bairro: Triunfo (Ed. Fórum);68.380-300;FÓRUM;(94) 3435-1277;-;8:00 as 14:00;mpsaofelixdoxingu@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;São Francisco do Pará;Rua Celso Machado, S/Nº-Bairro: Centro(Ed. Fórum);68.748-300;FÓRUM;(91) 3774-1184;-;8:00 as 14:00;mpsaofranciscodopara@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;São Geraldo do Araguaia;Lote nº 02, Quadra nº 14-A, Setor 1º - Centro;68.570-300;PRÓPRIO;(94) 3331-1110;-;8:00 as 14:00;agenorandrade@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;São João de Pirabas;Travessa da Glória 331- Bairro: Centro.;68.719-300;FÓRUM;(91) 3449-1106;-;8:00 as 14:00;mppirabas@mppa.mp.br.
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;São João do Araguaia;Praça José Martins Ferreira, S/Nº Bairro: Bela Vista.;68.518-300;FÓRUM;(94) 3379-1223;-;8:00 as 14:00;mpsaojoaodoaraguaia@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;São Sebastião da Boa Vista;Av. das Acácias, s/Nº-Bairro: Aeroporto.;68.820-300;PRÓPRIO;(91) 3764-1107;-;8:00 as 14:00;mpsaosebastiaodaboavista@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Senador José Porfírio;Rua 13 de Maio, s/Nº-Bairro: Centro.;68.360-300;FÓRUM;(91) 3556-1571;-;8:00 as 14:00;mpsenadorjoseporfirio@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Tailândia;Avenida Belém, 8-Bairro: Centro.;68.695-300;REGULARIZANDO;(91) 3752-1325 (91) 3752-2660;-;8:00 as 14:00;mptailandia@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Terra Santa;Travessa Santa Terezinha, S/Nº - Bairro: Centro.;68.285-300;FÓRUM;(93) 3538-1554;-;8:00 as 14:00;mpterrasanta@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Ulianópolis;"Av do Contorno, S/Nº; Bairro: Caminho das Árvores.";68.632-300;FÓRUM;(91) 3726-2183;-;8:00 as 14:00;mpulianopolis@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 1ª ENTRÂNCIA;Uruará;Rua Marquês de Tamandaré, S/Nº - Bairro: Migrante.;68.140-300;FÓRUM;(93) 3532-1530;-;8:00 as 14:00;mpuruara@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Abaetetuba;Av. São Paulo, 2072. Bairro : Aviação;68.440-300;PRÓPRIO;(91) 3751-1499 (91) 3751-1177 (91) 3751-2688;-;8:00 as 14:00;mpAbaetetuba@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Alenquer;Trav. Santo Antônio, S/Nº. São Sebastião (Ed. Fórum).;68.200-300;PRÓPRIO;(93) 3526-1121;-;8:00 as 14:00;mpalenquer@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Altamira;Av. Brigadeiro Eduardo Gomes, 2785 - Esplanada do Xingu;68.372-305;PRÓPRIO;(93) 3593-3729 (93) 3515-1998 (93) 3515-1696 (93) 3515-1744;-;8:00 as 14:00;-
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Barcarena;Rua Cantídio Nunes, S/Nº. Betânia.;68.445-300;REGULARIZANDO;(91) 3753-1442 (91) 3753-2907;-;8:00 as 14:00;mpbarcarena@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Benevides;Rua João Franjas, S/Nº. Centro.;68.795-300;CEDIDO;(91) 3724-1408;-;8:00 as 14:00;mpbenevides@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Bragança;Rua Dr. Roberto, S/Nº. Alegre.;68.600-300;REGULARIZANDO;(91) 3425-1498 (91) 3425-1342;-;8:00 as 14:00;mpbraganca@mppa.mp.br
PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Breves;Travessa Castilhos França,617 -Bairro: Centro, CEP: 68.800-300.;68.800-300;ALUGADO;(91) 3783-1599;-;8:00 as 14:00;mpbreves@mppa.mp.br
 PROMOTORIAS DE JUSTIÇA DE 2ª ENTRÂNCIA;Cametá;Rua Trilha da Juventude s/Nº-Bairro: Centro.;68.400-300;FÓRUM;(91) 3781-1274;-;8:00 as 14:00;mpcameta@mppa.mp.br
